Date,$/euro
1-Jun-06,1.2824
2-Jun-06,1.2912
5-Jun-06,1.2953
6-Jun-06,1.2828
7-Jun-06,1.2799
8-Jun-06,1.2648
9-Jun-06,1.2636
12-Jun-06,1.2587
13-Jun-06,1.2574
14-Jun-06,1.2631
15-Jun-06,1.2616
16-Jun-06,1.2623
19-Jun-06,1.2577
20-Jun-06,1.2568
21-Jun-06,1.2665
22-Jun-06,1.2582
23-Jun-06,1.2522
26-Jun-06,1.2554
27-Jun-06,1.2589
28-Jun-06,1.2532
29-Jun-06,1.2534
30-Jun-06,1.2779
3-Jul-06,1.2793
5-Jul-06,1.2726
6-Jul-06,1.2757
7-Jul-06,1.2822
10-Jul-06,1.2751
11-Jul-06,1.2754
12-Jul-06,1.2706
13-Jul-06,1.2673
14-Jul-06,1.2641
17-Jul-06,1.2529
18-Jul-06,1.25
19-Jul-06,1.256
20-Jul-06,1.2639
21-Jul-06,1.2684
24-Jul-06,1.263
25-Jul-06,1.2576
26-Jul-06,1.2628
27-Jul-06,1.2732
28-Jul-06,1.2748
31-Jul-06,1.2764
1-Aug-06,1.2778
2-Aug-06,1.2798
3-Aug-06,1.2779
4-Aug-06,1.2894
7-Aug-06,1.2867
8-Aug-06,1.2839
9-Aug-06,1.2888
10-Aug-06,1.2765
11-Aug-06,1.2757
14-Aug-06,1.2735
15-Aug-06,1.2788
16-Aug-06,1.2864
17-Aug-06,1.287
18-Aug-06,1.281
21-Aug-06,1.2914
22-Aug-06,1.2804
23-Aug-06,1.2794
24-Aug-06,1.276
25-Aug-06,1.2767
28-Aug-06,1.2784
29-Aug-06,1.2768
30-Aug-06,1.2825
31-Aug-06,1.2793
1-Sep-06,1.2833
5-Sep-06,1.281
6-Sep-06,1.2787
7-Sep-06,1.2757
8-Sep-06,1.2673
11-Sep-06,1.2699
12-Sep-06,1.2693
13-Sep-06,1.2708
14-Sep-06,1.2736
15-Sep-06,1.2648
18-Sep-06,1.2671
19-Sep-06,1.2683
20-Sep-06,1.2701
21-Sep-06,1.273
22-Sep-06,1.2796
25-Sep-06,1.2747
26-Sep-06,1.2687
27-Sep-06,1.2699
28-Sep-06,1.2697
29-Sep-06,1.2687
2-Oct-06,1.2744
3-Oct-06,1.2727
4-Oct-06,1.2687
5-Oct-06,1.2687
6-Oct-06,1.26
10-Oct-06,1.2541
11-Oct-06,1.2547
12-Oct-06,1.2537
13-Oct-06,1.2502
16-Oct-06,1.2518
17-Oct-06,1.2564
18-Oct-06,1.2516
19-Oct-06,1.2594
20-Oct-06,1.2613
23-Oct-06,1.2544
24-Oct-06,1.2565
25-Oct-06,1.2591
26-Oct-06,1.2669
27-Oct-06,1.2725
30-Oct-06,1.2717
31-Oct-06,1.2773
1-Nov-06,1.2771
2-Nov-06,1.278
3-Nov-06,1.2705
6-Nov-06,1.2715
7-Nov-06,1.2806
8-Nov-06,1.2775
9-Nov-06,1.2835
10-Nov-06,1.2861
13-Nov-06,1.281
14-Nov-06,1.2812
15-Nov-06,1.2808
16-Nov-06,1.2808
17-Nov-06,1.2823
20-Nov-06,1.281
21-Nov-06,1.2824
22-Nov-06,1.2928
24-Nov-06,1.3081
27-Nov-06,1.312
28-Nov-06,1.3162
29-Nov-06,1.3146
30-Nov-06,1.3261
1-Dec-06,1.3316
4-Dec-06,1.3327
5-Dec-06,1.3327
6-Dec-06,1.3307
7-Dec-06,1.3296
8-Dec-06,1.3215
11-Dec-06,1.3223
12-Dec-06,1.3233
13-Dec-06,1.3215
14-Dec-06,1.3174
15-Dec-06,1.3095
18-Dec-06,1.3073
19-Dec-06,1.3194
20-Dec-06,1.3183
21-Dec-06,1.3175
22-Dec-06,1.3131
26-Dec-06,1.3132
27-Dec-06,1.3125
28-Dec-06,1.3158
29-Dec-06,1.3197
2-Jan-07,1.3286
3-Jan-07,1.3169
4-Jan-07,1.3094
5-Jan-07,1.3005
8-Jan-07,1.3023
9-Jan-07,1.2995
10-Jan-07,1.294
11-Jan-07,1.2904
12-Jan-07,1.2926
16-Jan-07,1.2918
17-Jan-07,1.2948
18-Jan-07,1.2942
19-Jan-07,1.2968
22-Jan-07,1.2957
23-Jan-07,1.3025
24-Jan-07,1.2964
25-Jan-07,1.298
26-Jan-07,1.2909
29-Jan-07,1.2948
30-Jan-07,1.2954
31-Jan-07,1.2998
1-Feb-07,1.3021
2-Feb-07,1.296
5-Feb-07,1.2933
6-Feb-07,1.2969
7-Feb-07,1.302
8-Feb-07,1.3034
9-Feb-07,1.3005
12-Feb-07,1.2962
13-Feb-07,1.3024
14-Feb-07,1.3126
15-Feb-07,1.314
16-Feb-07,1.3137
20-Feb-07,1.3134
21-Feb-07,1.3126
22-Feb-07,1.3134
23-Feb-07,1.3164
26-Feb-07,1.3159
27-Feb-07,1.3246
28-Feb-07,1.323
1-Mar-07,1.3173
2-Mar-07,1.3182
5-Mar-07,1.3094
6-Mar-07,1.3108
7-Mar-07,1.3148
8-Mar-07,1.3129
9-Mar-07,1.3118
12-Mar-07,1.3186
13-Mar-07,1.3199
14-Mar-07,1.3227
15-Mar-07,1.3249
16-Mar-07,1.3307
19-Mar-07,1.3299
20-Mar-07,1.3291
21-Mar-07,1.3305
22-Mar-07,1.3359
23-Mar-07,1.3302
26-Mar-07,1.3336
27-Mar-07,1.3357
28-Mar-07,1.3331
29-Mar-07,1.3336
30-Mar-07,1.3374
2-Apr-07,1.3374
3-Apr-07,1.3363
4-Apr-07,1.3364
5-Apr-07,1.3426
6-Apr-07,1.338
9-Apr-07,1.3367
10-Apr-07,1.3436
11-Apr-07,1.3436
12-Apr-07,1.3484
13-Apr-07,1.3518
16-Apr-07,1.355
17-Apr-07,1.3569
18-Apr-07,1.3574
19-Apr-07,1.3605
20-Apr-07,1.3601
23-Apr-07,1.358
24-Apr-07,1.3622
25-Apr-07,1.3647
26-Apr-07,1.359
27-Apr-07,1.3625
30-Apr-07,1.366
1-May-07,1.36
2-May-07,1.3598
3-May-07,1.3566
4-May-07,1.3587
7-May-07,1.3616
8-May-07,1.3532
9-May-07,1.3549
10-May-07,1.3512
11-May-07,1.3519
14-May-07,1.3544
15-May-07,1.3603
16-May-07,1.3522
17-May-07,1.3494
18-May-07,1.3511
21-May-07,1.3457
22-May-07,1.3464
23-May-07,1.3482
24-May-07,1.3429
25-May-07,1.3452
29-May-07,1.3483
30-May-07,1.3419
31-May-07,1.3453
1-Jun-07,1.344
4-Jun-07,1.3488
5-Jun-07,1.3526
6-Jun-07,1.3492
7-Jun-07,1.3456
8-Jun-07,1.3359
11-Jun-07,1.3359
12-Jun-07,1.3325
13-Jun-07,1.3295
14-Jun-07,1.3311
15-Jun-07,1.3365
18-Jun-07,1.3401
19-Jun-07,1.3416
20-Jun-07,1.3426
21-Jun-07,1.3399
22-Jun-07,1.3438
25-Jun-07,1.345
26-Jun-07,1.3468
27-Jun-07,1.3433
28-Jun-07,1.3466
29-Jun-07,1.352
2-Jul-07,1.3627
3-Jul-07,1.3615
5-Jul-07,1.3592
6-Jul-07,1.3626
9-Jul-07,1.3623
10-Jul-07,1.3714
11-Jul-07,1.3757
12-Jul-07,1.3776
13-Jul-07,1.3788
16-Jul-07,1.3785
17-Jul-07,1.3782
18-Jul-07,1.3808
19-Jul-07,1.3811
20-Jul-07,1.3831
23-Jul-07,1.3817
24-Jul-07,1.3824
25-Jul-07,1.3711
26-Jul-07,1.373
27-Jul-07,1.3647
30-Jul-07,1.3681
31-Jul-07,1.3711
1-Aug-07,1.3682
2-Aug-07,1.3693
3-Aug-07,1.3785
6-Aug-07,1.3789
7-Aug-07,1.3747
8-Aug-07,1.3808
9-Aug-07,1.3701
10-Aug-07,1.3686
13-Aug-07,1.3624
14-Aug-07,1.3581
15-Aug-07,1.3479
16-Aug-07,1.3402
17-Aug-07,1.3492
20-Aug-07,1.3468
21-Aug-07,1.3483
22-Aug-07,1.3535
23-Aug-07,1.356
24-Aug-07,1.3645
27-Aug-07,1.3645
28-Aug-07,1.3626
29-Aug-07,1.3675
30-Aug-07,1.3648
31-Aug-07,1.3641
3-Sep-07,1.3641
4-Sep-07,1.3606
5-Sep-07,1.3669
6-Sep-07,1.3697
7-Sep-07,1.3772
10-Sep-07,1.3794
11-Sep-07,1.3837
12-Sep-07,1.3904
13-Sep-07,1.3885
14-Sep-07,1.3848
17-Sep-07,1.386
18-Sep-07,1.3869
19-Sep-07,1.395
20-Sep-07,1.4092
21-Sep-07,1.4076
24-Sep-07,1.4086
25-Sep-07,1.4128
26-Sep-07,1.4126
27-Sep-07,1.4138
28-Sep-07,1.4219
1-Oct-07,1.4229
2-Oct-07,1.4163
3-Oct-07,1.4135
4-Oct-07,1.4128
5-Oct-07,1.4154
8-Oct-07,1.4154
9-Oct-07,1.4092
10-Oct-07,1.4157
11-Oct-07,1.4228
12-Oct-07,1.4168
15-Oct-07,1.4216
16-Oct-07,1.4165
17-Oct-07,1.4208
18-Oct-07,1.4291
19-Oct-07,1.4263
22-Oct-07,1.4138
23-Oct-07,1.4248
24-Oct-07,1.4237
25-Oct-07,1.4299
26-Oct-07,1.439
29-Oct-07,1.4405
30-Oct-07,1.4424
31-Oct-07,1.4468
1-Nov-07,1.4435
2-Nov-07,1.4481
5-Nov-07,1.4469
6-Nov-07,1.4555
7-Nov-07,1.4667
8-Nov-07,1.4691
9-Nov-07,1.4665
13-Nov-07,1.4598
14-Nov-07,1.467
15-Nov-07,1.4639
16-Nov-07,1.4652
19-Nov-07,1.4658
20-Nov-07,1.4787
21-Nov-07,1.4829
22-Nov-07,1.4829
23-Nov-07,1.4825
26-Nov-07,1.4862
27-Nov-07,1.4817
28-Nov-07,1.475
29-Nov-07,1.4766
30-Nov-07,1.4688
3-Dec-07,1.4657
4-Dec-07,1.4759
5-Dec-07,1.4666
6-Dec-07,1.4638
7-Dec-07,1.4664
10-Dec-07,1.4714
11-Dec-07,1.4702
12-Dec-07,1.4702
13-Dec-07,1.4591
14-Dec-07,1.4433
17-Dec-07,1.4369
18-Dec-07,1.4392
19-Dec-07,1.4344
20-Dec-07,1.4353
21-Dec-07,1.4361
24-Dec-07,1.4409
26-Dec-07,1.45
27-Dec-07,1.4601
28-Dec-07,1.4718
31-Dec-07,1.4603
2-Jan-08,1.4738
3-Jan-08,1.4736
4-Jan-08,1.4786
7-Jan-08,1.4684
8-Jan-08,1.4717
9-Jan-08,1.4663
10-Jan-08,1.474
11-Jan-08,1.4787
14-Jan-08,1.4877
15-Jan-08,1.4842
16-Jan-08,1.4643
17-Jan-08,1.469
18-Jan-08,1.4616
22-Jan-08,1.4609
